,G,Date,season_end,Type,TEAM,Opponent,Conf,Tm,Opp,Won,OT,W,L,Streak,Arena,game_id,link
519,27,2013-02-23,2013,REG,Maryland,Clemson,ACC,72,59,True,,19,8,W 1,Comcast Center,518,https://www.sports-reference.com/cbb/boxscores/2013-02-23-maryland.html
520,28,2013-02-27,2013,REG,Maryland,Georgia Tech,ACC,68,78,False,,19,9,L 1,McCamish Pavilion,519,https://www.sports-reference.com/cbb/boxscores/2013-02-27-georgia-tech.html
521,29,2013-03-02,2013,REG,Maryland,Wake Forest,ACC,67,57,True,,20,9,W 1,Lawrence Joel Coliseum,520,https://www.sports-reference.com/cbb/boxscores/2013-03-02-wake-forest.html
522,30,2013-03-06,2013,REG,Maryland,North Carolina,ACC,68,79,False,,20,10,L 1,Comcast Center,521,https://www.sports-reference.com/cbb/boxscores/2013-03-06-maryland.html
523,31,2013-03-10,2013,REG,Maryland,Virginia,ACC,58,61,False,OT,20,11,L 2,John Paul Jones Arena,522,https://www.sports-reference.com/cbb/boxscores/2013-03-10-virginia.html
524,32,2013-03-14,2013,CTOURN,Maryland,Wake Forest,ACC,75,62,True,,21,11,W 1,,523,https://www.sports-reference.com/cbb/boxscores/2013-03-14-maryland.html
525,33,2013-03-15,2013,CTOURN,Maryland,Duke,ACC,83,74,True,,22,11,W 2,Greensboro Coliseum,524,https://www.sports-reference.com/cbb/boxscores/2013-03-15-duke.html
526,34,2013-03-16,2013,CTOURN,Maryland,North Carolina,ACC,76,79,False,,22,12,L 1,Greensboro Coliseum,525,https://www.sports-reference.com/cbb/boxscores/2013-03-16-maryland.html
527,35,2013-03-19,2013,NIT,Maryland,Niagara,MAAC,86,70,True,,23,12,W 1,Comcast Center,526,https://www.sports-reference.com/cbb/boxscores/2013-03-19-maryland.html
528,36,2013-03-21,2013,NIT,Maryland,Denver,WAC,62,52,True,,24,12,W 2,Comcast Center,527,https://www.sports-reference.com/cbb/boxscores/2013-03-21-maryland.html
529,37,2013-03-26,2013,NIT,Maryland,Alabama,SEC,58,57,True,,25,12,W 3,Coleman Coliseum,528,https://www.sports-reference.com/cbb/boxscores/2013-03-26-alabama.html
530,38,2013-04-02,2013,NIT,Maryland,Iowa,Big Ten,60,71,False,,25,13,L 1,,529,https://www.sports-reference.com/cbb/boxscores/2013-04-02-iowa.html
531,1,2013-11-08,2014,REG,Maryland,Connecticut,AAC,77,78,False,,0,1,L 1,Barclays Center,530,https://www.sports-reference.com/cbb/boxscores/2013-11-08-connecticut.html
532,2,2013-11-13,2014,REG,Maryland,Abilene Christian,Southland,67,44,True,,1,1,W 1,Comcast Center,531,https://www.sports-reference.com/cbb/boxscores/2013-11-13-maryland.html
533,3,2013-11-17,2014,REG,Maryland,Oregon State,Pac-12,83,90,False,,1,2,L 1,Comcast Center,532,https://www.sports-reference.com/cbb/boxscores/2013-11-17-maryland.html
534,4,2013-11-22,2014,REG,Maryland,Marist,MAAC,68,43,True,,2,2,W 1,Virgin Islands Sport & Fitness Center,533,https://www.sports-reference.com/cbb/boxscores/2013-11-22-marist.html
535,5,2013-11-24,2014,REG,Maryland,Northern Iowa,MVC,80,66,True,,3,2,W 2,Virgin Islands Sport & Fitness Center,534,https://www.sports-reference.com/cbb/boxscores/2013-11-24-maryland.html
536,6,2013-11-25,2014,REG,Maryland,Providence,Big East,56,52,True,,4,2,W 3,Virgin Islands Sport & Fitness Center,535,https://www.sports-reference.com/cbb/boxscores/2013-11-25-maryland.html
537,7,2013-11-29,2014,REG,Maryland,Morgan State,MEAC,89,62,True,,5,2,W 4,Comcast Center,536,https://www.sports-reference.com/cbb/boxscores/2013-11-29-maryland.html
538,8,2013-12-04,2014,REG,Maryland,Ohio State,Big Ten,60,76,False,,5,3,L 1,Value City Arena,537,https://www.sports-reference.com/cbb/boxscores/2013-12-04-ohio-state.html
539,9,2013-12-08,2014,REG,Maryland,George Washington,A-10,75,77,False,,5,4,L 2,,538,https://www.sports-reference.com/cbb/boxscores/2013-12-08-george-washington.html
540,10,2013-12-12,2014,REG,Maryland,Boston College,ACC,88,80,True,,6,4,W 1,Silvio O. Conte Forum,539,https://www.sports-reference.com/cbb/boxscores/2013-12-12-boston-college.html
541,11,2013-12-14,2014,REG,Maryland,Florida Atlantic,CUSA,66,62,True,,7,4,W 2,Comcast Center,540,https://www.sports-reference.com/cbb/boxscores/2013-12-14-maryland.html
542,12,2013-12-21,2014,REG,Maryland,Boston University,Patriot,77,83,False,,7,5,L 1,Comcast Center,541,https://www.sports-reference.com/cbb/boxscores/2013-12-21-maryland.html
543,13,2013-12-29,2014,REG,Maryland,Tulsa,CUSA,85,74,True,,8,5,W 1,Comcast Center,542,https://www.sports-reference.com/cbb/boxscores/2013-12-29-maryland.html
544,14,2013-12-31,2014,REG,Maryland,North Carolina Central,MEAC,70,56,True,,9,5,W 2,Comcast Center,543,https://www.sports-reference.com/cbb/boxscores/2013-12-31-maryland.html
545,15,2014-01-04,2014,REG,Maryland,Georgia Tech,ACC,77,61,True,,10,5,W 3,Comcast Center,544,https://www.sports-reference.com/cbb/boxscores/2014-01-04-maryland.html
546,16,2014-01-06,2014,REG,Maryland,Pittsburgh,ACC,59,79,False,,10,6,L 1,Petersen Events Center,545,https://www.sports-reference.com/cbb/boxscores/2014-01-06-pittsburgh.html
547,17,2014-01-12,2014,REG,Maryland,Florida State,ACC,61,85,False,,10,7,L 2,Donald L. Tucker Center,546,https://www.sports-reference.com/cbb/boxscores/2014-01-12-florida-state.html
548,18,2014-01-15,2014,REG,Maryland,Notre Dame,ACC,74,66,True,,11,7,W 1,Comcast Center,547,https://www.sports-reference.com/cbb/boxscores/2014-01-15-maryland.html
549,19,2014-01-20,2014,REG,Maryland,North Carolina State,ACC,56,65,False,,11,8,L 1,RBC Center,548,https://www.sports-reference.com/cbb/boxscores/2014-01-20-north-carolina-state.html
550,20,2014-01-25,2014,REG,Maryland,Pittsburgh,ACC,79,83,False,,11,9,L 2,Comcast Center,549,https://www.sports-reference.com/cbb/boxscores/2014-01-25-maryland.html
551,21,2014-01-29,2014,REG,Maryland,Miami (FL),ACC,74,71,True,,12,9,W 1,Comcast Center,550,https://www.sports-reference.com/cbb/boxscores/2014-01-29-maryland.html
552,22,2014-02-01,2014,REG,Maryland,Virginia Tech,ACC,80,60,True,,13,9,W 2,Cassell Coliseum,551,https://www.sports-reference.com/cbb/boxscores/2014-02-01-virginia-tech.html
553,23,2014-02-04,2014,REG,Maryland,North Carolina,ACC,63,75,False,,13,10,L 1,Comcast Center,552,https://www.sports-reference.com/cbb/boxscores/2014-02-04-north-carolina.html
554,24,2014-02-08,2014,REG,Maryland,Florida State,ACC,83,71,True,,14,10,W 1,Comcast Center,553,https://www.sports-reference.com/cbb/boxscores/2014-02-08-maryland.html
555,25,2014-02-10,2014,REG,Maryland,Virginia,ACC,53,61,False,,14,11,L 1,John Paul Jones Arena,554,https://www.sports-reference.com/cbb/boxscores/2014-02-10-virginia.html
556,26,2014-02-15,2014,REG,Maryland,Duke,ACC,67,69,False,,14,12,L 2,Cameron Indoor Stadium,555,https://www.sports-reference.com/cbb/boxscores/2014-02-15-duke.html
557,27,2014-02-18,2014,REG,Maryland,Wake Forest,ACC,71,60,True,,15,12,W 1,Comcast Center,556,https://www.sports-reference.com/cbb/boxscores/2014-02-18-maryland.html
558,28,2014-02-24,2014,REG,Maryland,Syracuse,ACC,55,57,False,,15,13,L 1,Comcast Center,557,https://www.sports-reference.com/cbb/boxscores/2014-02-24-maryland.html
559,29,2014-03-02,2014,REG,Maryland,Clemson,ACC,73,77,False,2OT,15,14,L 2,Littlejohn Coliseum,558,https://www.sports-reference.com/cbb/boxscores/2014-03-02-clemson.html
560,30,2014-03-04,2014,REG,Maryland,Virginia Tech,ACC,64,47,True,,16,14,W 1,Comcast Center,559,https://www.sports-reference.com/cbb/boxscores/2014-03-04-maryland.html
561,31,2014-03-09,2014,REG,Maryland,Virginia,ACC,75,69,True,OT,17,14,W 2,John Paul Jones Arena,560,https://www.sports-reference.com/cbb/boxscores/2014-03-09-maryland.html
562,32,2014-03-13,2014,CTOURN,Maryland,Florida State,ACC,65,67,False,,17,15,L 1,,561,https://www.sports-reference.com/cbb/boxscores/2014-03-13-florida-state.html
563,1,2014-11-14,2015,REG,Maryland,Wagner,NEC,82,48,True,,1,0,W 1,Xfinity Center,562,https://www.sports-reference.com/cbb/boxscores/2014-11-14-maryland.html
564,2,2014-11-17,2015,REG,Maryland,Central Connecticut State,NEC,93,57,True,,2,0,W 2,Xfinity Center,563,https://www.sports-reference.com/cbb/boxscores/2014-11-17-maryland.html
565,3,2014-11-20,2015,REG,Maryland,Fordham,A-10,66,50,True,,3,0,W 3,Xfinity Center,564,https://www.sports-reference.com/cbb/boxscores/2014-11-20-maryland.html
566,4,2014-11-24,2015,REG,Maryland,Arizona State,Pac-12,78,73,True,,4,0,W 4,Sprint Center,565,https://www.sports-reference.com/cbb/boxscores/2014-11-24-arizona-state.html
567,5,2014-11-25,2015,REG,Maryland,Iowa State,Big 12,72,63,True,,5,0,W 5,Sprint Center,566,https://www.sports-reference.com/cbb/boxscores/2014-11-25-iowa-state.html
568,6,2014-11-28,2015,REG,Maryland,Monmouth,MAAC,61,56,True,,6,0,W 6,Xfinity Center,567,https://www.sports-reference.com/cbb/boxscores/2014-11-28-maryland.html
569,7,2014-11-30,2015,REG,Maryland,Virginia Military Institute,Southern,95,77,True,,7,0,W 7,Xfinity Center,568,https://www.sports-reference.com/cbb/boxscores/2014-11-30-maryland.html
570,8,2014-12-03,2015,REG,Maryland,Virginia,ACC,65,76,False,,7,1,L 1,Xfinity Center,569,https://www.sports-reference.com/cbb/boxscores/2014-12-03-maryland.html
571,9,2014-12-06,2015,REG,Maryland,Winthrop,Big South,82,62,True,,8,1,W 1,Xfinity Center,570,https://www.sports-reference.com/cbb/boxscores/2014-12-06-maryland.html
572,10,2014-12-10,2015,REG,Maryland,North Carolina Central,MEAC,67,56,True,,9,1,W 2,Xfinity Center,571,https://www.sports-reference.com/cbb/boxscores/2014-12-10-maryland.html
573,11,2014-12-13,2015,REG,Maryland,South Carolina Upstate,A-Sun,67,57,True,,10,1,W 3,Xfinity Center,572,https://www.sports-reference.com/cbb/boxscores/2014-12-13-maryland.html
574,12,2014-12-21,2015,REG,Maryland,Oklahoma State,Big 12,73,64,True,,11,1,W 4,Gallagher-Iba Arena,573,https://www.sports-reference.com/cbb/boxscores/2014-12-21-oklahoma-state.html
575,13,2014-12-27,2015,REG,Maryland,Oakland,Horizon,72,56,True,,12,1,W 5,Xfinity Center,574,https://www.sports-reference.com/cbb/boxscores/2014-12-27-maryland.html
576,14,2014-12-30,2015,REG,Maryland,Michigan State,Big Ten,68,66,True,2OT,13,1,W 6,Breslin Events Center,575,https://www.sports-reference.com/cbb/boxscores/2014-12-30-michigan-state.html
577,15,2015-01-03,2015,REG,Maryland,Minnesota,Big Ten,70,58,True,,14,1,W 7,Xfinity Center,576,https://www.sports-reference.com/cbb/boxscores/2015-01-03-maryland.html
578,16,2015-01-07,2015,REG,Maryland,Illinois,Big Ten,57,64,False,,14,2,L 1,State Farm Center,577,https://www.sports-reference.com/cbb/boxscores/2015-01-07-illinois.html
579,17,2015-01-10,2015,REG,Maryland,Purdue,Big Ten,69,60,True,,15,2,W 1,Mackey Arena,578,https://www.sports-reference.com/cbb/boxscores/2015-01-10-purdue.html
580,18,2015-01-14,2015,REG,Maryland,Rutgers,Big Ten,73,65,True,,16,2,W 2,Xfinity Center,579,https://www.sports-reference.com/cbb/boxscores/2015-01-14-maryland.html
581,19,2015-01-17,2015,REG,Maryland,Michigan State,Big Ten,75,59,True,,17,2,W 3,Xfinity Center,580,https://www.sports-reference.com/cbb/boxscores/2015-01-17-maryland.html
582,20,2015-01-22,2015,REG,Maryland,Indiana,Big Ten,70,89,False,,17,3,L 1,Assembly Hall,185,https://www.sports-reference.com/cbb/boxscores/2015-01-22-indiana.html
583,21,2015-01-25,2015,REG,Maryland,Northwestern,Big Ten,68,67,True,,18,3,W 1,Xfinity Center,581,https://www.sports-reference.com/cbb/boxscores/2015-01-25-maryland.html
584,22,2015-01-29,2015,REG,Maryland,Ohio State,Big Ten,56,80,False,,18,4,L 1,Value City Arena,582,https://www.sports-reference.com/cbb/boxscores/2015-01-29-ohio-state.html
585,23,2015-02-04,2015,REG,Maryland,Penn State,Big Ten,64,58,True,,19,4,W 1,Xfinity Center,583,https://www.sports-reference.com/cbb/boxscores/2015-02-04-maryland.html
586,24,2015-02-08,2015,REG,Maryland,Iowa,Big Ten,55,71,False,,19,5,L 1,Carver-Hawkeye Arena,584,https://www.sports-reference.com/cbb/boxscores/2015-02-08-iowa.html
587,25,2015-02-11,2015,REG,Maryland,Indiana,Big Ten,68,66,True,,20,5,W 1,Xfinity Center,191,https://www.sports-reference.com/cbb/boxscores/2015-02-11-maryland.html
588,26,2015-02-14,2015,REG,Maryland,Penn State,Big Ten,76,73,True,,21,5,W 2,Bryce Jordan Center,585,https://www.sports-reference.com/cbb/boxscores/2015-02-14-penn-state.html
589,27,2015-02-19,2015,REG,Maryland,Nebraska,Big Ten,69,65,True,,22,5,W 3,Xfinity Center,586,https://www.sports-reference.com/cbb/boxscores/2015-02-19-maryland.html
590,28,2015-02-24,2015,REG,Maryland,Wisconsin,Big Ten,59,53,True,,23,5,W 4,Xfinity Center,587,https://www.sports-reference.com/cbb/boxscores/2015-02-24-maryland.html
591,29,2015-02-28,2015,REG,Maryland,Michigan,Big Ten,66,56,True,,24,5,W 5,Xfinity Center,588,https://www.sports-reference.com/cbb/boxscores/2015-02-28-maryland.html
592,30,2015-03-03,2015,REG,Maryland,Rutgers,Big Ten,60,50,True,,25,5,W 6,Louis Brown Athletic Center,589,https://www.sports-reference.com/cbb/boxscores/2015-03-03-rutgers.html
593,31,2015-03-08,2015,REG,Maryland,Nebraska,Big Ten,64,61,True,,26,5,W 7,Pinnacle Bank Arena,590,https://www.sports-reference.com/cbb/boxscores/2015-03-08-nebraska.html
594,32,2015-03-13,2015,CTOURN,Maryland,Indiana,Big Ten,75,69,True,,27,5,W 8,United Center,199,https://www.sports-reference.com/cbb/boxscores/2015-03-13-indiana.html
595,33,2015-03-14,2015,CTOURN,Maryland,Michigan State,Big Ten,58,62,False,,27,6,L 1,United Center,591,https://www.sports-reference.com/cbb/boxscores/2015-03-14-maryland.html
596,34,2015-03-20,2015,NCAA,Maryland,Valparaiso,Horizon,65,62,True,,28,6,W 1,Nationwide Arena,592,https://www.sports-reference.com/cbb/boxscores/2015-03-20-maryland.html
597,35,2015-03-22,2015,NCAA,Maryland,West Virginia,Big 12,59,69,False,,28,7,L 1,Nationwide Arena,593,https://www.sports-reference.com/cbb/boxscores/2015-03-22-maryland.html
598,1,2015-11-13,2016,REG,Maryland,Mount St. Mary's,NEC,80,56,True,,1,0,W 1,Xfinity Center,594,https://www.sports-reference.com/cbb/boxscores/2015-11-13-maryland.html
599,2,2015-11-17,2016,REG,Maryland,Georgetown,Big East,75,71,True,,2,0,W 2,Xfinity Center,595,https://www.sports-reference.com/cbb/boxscores/2015-11-17-maryland.html
600,3,2015-11-20,2016,REG,Maryland,Rider,MAAC,65,58,True,,3,0,W 3,Xfinity Center,596,https://www.sports-reference.com/cbb/boxscores/2015-11-20-maryland.html
601,4,2015-11-24,2016,REG,Maryland,Illinois State,MVC,77,66,True,,4,0,W 4,Hard Rock Hotel Riviera Maya,597,https://www.sports-reference.com/cbb/boxscores/2015-11-24-maryland.html
602,5,2015-11-25,2016,REG,Maryland,Rhode Island,A-10,86,63,True,,5,0,W 5,Hard Rock Hotel Riviera Maya,598,https://www.sports-reference.com/cbb/boxscores/2015-11-25-rhode-island.html
603,6,2015-11-28,2016,REG,Maryland,Cleveland State,Horizon,80,63,True,,6,0,W 6,Xfinity Center,599,https://www.sports-reference.com/cbb/boxscores/2015-11-28-maryland.html
604,7,2015-12-01,2016,REG,Maryland,North Carolina,ACC,81,89,False,,6,1,L 1,Dean Smith Center,600,https://www.sports-reference.com/cbb/boxscores/2015-12-01-north-carolina.html
605,8,2015-12-04,2016,REG,Maryland,Saint Francis (PA),NEC,96,55,True,,7,1,W 1,Xfinity Center,601,https://www.sports-reference.com/cbb/boxscores/2015-12-04-maryland.html
606,9,2015-12-08,2016,REG,Maryland,Connecticut,AAC,76,66,True,,8,1,W 2,Madison Square Garden (IV),602,https://www.sports-reference.com/cbb/boxscores/2015-12-08-connecticut.html
607,10,2015-12-12,2016,REG,Maryland,Maryland-Eastern Shore,MEAC,77,56,True,,9,1,W 3,Xfinity Center,603,https://www.sports-reference.com/cbb/boxscores/2015-12-12-maryland.html
608,11,2015-12-19,2016,REG,Maryland,Princeton,Ivy,82,61,True,,10,1,W 4,Royal Farms Arena,604,https://www.sports-reference.com/cbb/boxscores/2015-12-19-maryland.html
609,12,2015-12-27,2016,REG,Maryland,Marshall,CUSA,87,67,True,,11,1,W 5,Xfinity Center,605,https://www.sports-reference.com/cbb/boxscores/2015-12-27-maryland.html
610,13,2015-12-30,2016,REG,Maryland,Penn State,Big Ten,70,64,True,,12,1,W 6,Xfinity Center,606,https://www.sports-reference.com/cbb/boxscores/2015-12-30-maryland.html
611,14,2016-01-02,2016,REG,Maryland,Northwestern,Big Ten,72,59,True,,13,1,W 7,Welsh-Ryan Arena,607,https://www.sports-reference.com/cbb/boxscores/2016-01-02-northwestern.html
612,15,2016-01-06,2016,REG,Maryland,Rutgers,Big Ten,88,63,True,,14,1,W 8,Xfinity Center,608,https://www.sports-reference.com/cbb/boxscores/2016-01-06-maryland.html
613,16,2016-01-09,2016,REG,Maryland,Wisconsin,Big Ten,63,60,True,,15,1,W 9,Kohl Center,609,https://www.sports-reference.com/cbb/boxscores/2016-01-09-wisconsin.html
614,17,2016-01-12,2016,REG,Maryland,Michigan,Big Ten,67,70,False,,15,2,L 1,Crisler Arena,610,https://www.sports-reference.com/cbb/boxscores/2016-01-12-michigan.html
615,18,2016-01-16,2016,REG,Maryland,Ohio State,Big Ten,100,65,True,,16,2,W 1,Xfinity Center,611,https://www.sports-reference.com/cbb/boxscores/2016-01-16-maryland.html
616,19,2016-01-19,2016,REG,Maryland,Northwestern,Big Ten,62,56,True,OT,17,2,W 2,Xfinity Center,612,https://www.sports-reference.com/cbb/boxscores/2016-01-19-maryland.html
617,20,2016-01-23,2016,REG,Maryland,Michigan State,Big Ten,65,74,False,,17,3,L 1,Breslin Events Center,613,https://www.sports-reference.com/cbb/boxscores/2016-01-23-michigan-state.html
618,21,2016-01-28,2016,REG,Maryland,Iowa,Big Ten,74,68,True,,18,3,W 1,Xfinity Center,614,https://www.sports-reference.com/cbb/boxscores/2016-01-28-maryland.html
619,22,2016-01-31,2016,REG,Maryland,Ohio State,Big Ten,66,61,True,,19,3,W 2,Value City Arena,615,https://www.sports-reference.com/cbb/boxscores/2016-01-31-ohio-state.html
620,23,2016-02-03,2016,REG,Maryland,Nebraska,Big Ten,70,65,True,,20,3,W 3,Pinnacle Bank Arena,616,https://www.sports-reference.com/cbb/boxscores/2016-02-03-nebraska.html
621,24,2016-02-06,2016,REG,Maryland,Purdue,Big Ten,72,61,True,,21,3,W 4,Xfinity Center,617,https://www.sports-reference.com/cbb/boxscores/2016-02-06-maryland.html
622,25,2016-02-09,2016,REG,Maryland,Bowie State,,93,62,True,,22,3,W 5,Xfinity Center,618,https://www.sports-reference.com/cbb/boxscores/2016-02-09-maryland.html
623,26,2016-02-13,2016,REG,Maryland,Wisconsin,Big Ten,57,70,False,,22,4,L 1,Xfinity Center,619,https://www.sports-reference.com/cbb/boxscores/2016-02-13-maryland.html
624,27,2016-02-18,2016,REG,Maryland,Minnesota,Big Ten,63,68,False,,22,5,L 2,Williams Arena,620,https://www.sports-reference.com/cbb/boxscores/2016-02-18-minnesota.html
625,28,2016-02-21,2016,REG,Maryland,Michigan,Big Ten,86,82,True,,23,5,W 1,Xfinity Center,621,https://www.sports-reference.com/cbb/boxscores/2016-02-21-maryland.html
626,29,2016-02-27,2016,REG,Maryland,Purdue,Big Ten,79,83,False,,23,6,L 1,Mackey Arena,622,https://www.sports-reference.com/cbb/boxscores/2016-02-27-purdue.html
627,30,2016-03-03,2016,REG,Maryland,Illinois,Big Ten,81,55,True,,24,6,W 1,Xfinity Center,623,https://www.sports-reference.com/cbb/boxscores/2016-03-03-maryland.html
628,31,2016-03-06,2016,REG,Maryland,Indiana,Big Ten,62,80,False,,24,7,L 1,Assembly Hall,231,https://www.sports-reference.com/cbb/boxscores/2016-03-06-indiana.html
629,32,2016-03-11,2016,CTOURN,Maryland,Nebraska,Big Ten,97,86,True,,25,7,W 1,Bankers Life Fieldhouse,624,https://www.sports-reference.com/cbb/boxscores/2016-03-11-maryland.html
630,33,2016-03-12,2016,CTOURN,Maryland,Michigan State,Big Ten,61,64,False,,25,8,L 1,Bankers Life Fieldhouse,625,https://www.sports-reference.com/cbb/boxscores/2016-03-12-michigan-state.html
631,34,2016-03-18,2016,NCAA,Maryland,South Dakota State,Summit,79,74,True,,26,8,W 1,,626,https://www.sports-reference.com/cbb/boxscores/2016-03-18-maryland.html
632,35,2016-03-20,2016,NCAA,Maryland,Hawaii,Big West,73,60,True,,27,8,W 2,,627,https://www.sports-reference.com/cbb/boxscores/2016-03-20-maryland.html
633,36,2016-03-24,2016,NCAA,Maryland,Kansas,Big 12,63,79,False,,27,9,L 1,KFC Yum! Center,628,https://www.sports-reference.com/cbb/boxscores/2016-03-24-kansas.html
634,1,2016-11-11,2017,REG,Maryland,American,Patriot,62,56,True,,1,0,W 1,Xfinity Center,629,https://www.sports-reference.com/cbb/boxscores/2016-11-11-maryland.html
635,2,2016-11-15,2017,REG,Maryland,Georgetown,Big East,76,75,True,,2,0,W 2,Verizon Center,630,https://www.sports-reference.com/cbb/boxscores/2016-11-15-georgetown.html
636,3,2016-11-17,2017,REG,Maryland,St. Mary's (MD),,93,45,True,,3,0,W 3,Xfinity Center,631,https://www.sports-reference.com/cbb/boxscores/2016-11-17-maryland.html
637,4,2016-11-20,2017,REG,Maryland,Towson,CAA,71,66,True,,4,0,W 4,Xfinity Center,632,https://www.sports-reference.com/cbb/boxscores/2016-11-20-maryland.html
